16359,6107.571325745701
16360,8741.644841109515
16361,7358.378988542314
16363,6901.765045103999
16364,4550.256311578508
16365,9222.181883990052
16366,9587.015074453204
16367,8451.349465676405
16368,7193.5010818878
16369,4891.448427093727
16370,5647.003779680099
16371,9144.390026734436
16372,5819.465528416752
16373,7708.330418624149
16374,5630.275869865245
16375,8345.670011192742
16377,6626.176874804611
16378,4918.437890384143
16379,9394.813361405937
16380,8825.474390767633
16381,5912.692373662189
16383,7227.8340435070295
16386,5408.466088377282
16387,8701.405448175161
16388,8736.270030008189
16389,8250.220005345926
16390,4560.060833997076
16391,5163.6753240406515
16392,10266.850932848387
16393,4268.796755379121
16395,7989.115488816511
16396,6963.936174177499
16397,5723.772468642169
16399,7501.467384639578
16401,3942.438002455133
16402,6500.567132090653
16404,11128.654998829856
16405,6768.725293734682
16406,4414.895977629329
16407,6647.671524642875
16408,6235.558723289421
16409,9992.556539220486
16410,7221.03432265883
16411,5988.159311165629
16412,4665.650120604585
16413,5565.166312007273
16414,9544.294395060771
16415,5786.076187643804
16416,8673.924493126773
16417,9558.918949387971
16418,8172.441565061601
16419,9758.519126428791
16420,7787.958930235334
16421,9059.24004382175
16422,5510.2714238904055
16423,5552.655372444936
16424,6446.879260478872
16425,6413.107290374829
16426,13853.055919497747
16427,7156.372142792821
16429,4266.453232696987
16431,9014.445840633609
16432,5590.583866007544
16433,7467.9819132397715
16434,5928.264773292514
16435,6694.721927585993
16436,11075.630316000046
